"mag_id","cluster","ORF","KO","description","B","C","COG_category","CAZy"
"L082_bin.3","Group 3","L082_bin.3_281696_10","K05601","hydroxylamine reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L082_bin.9","Group 3","L082_bin.9_250993_9","K00376","nitrous-oxide reductase","Energy metabolism","Nitrogen metabolism","C","-"
"L082_bin.9","Group 3","L082_bin.9_314869_4","K00368","nitrite reductase (NO-forming)","Energy metabolism","Nitrogen metabolism","C","-"
"L001_bin.14","Group 3","L001_bin.14_160927_1","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","C","-"
"L001_bin.14","Group 3","L001_bin.14_204120_2","K16937","thiosulfate dehydrogenase (quinone) large subunit","Energy metabolism","Sulfur metabolism","S","-"
"L001_bin.14","Group 3","L001_bin.14_269690_1","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","EH","-"
"L001_bin.14","Group 3","L001_bin.14_327757_2","K08354","thiosulfate reductase cytochrome b subunit","Energy metabolism","Sulfur metabolism","C","-"
"L001_bin.7","Group 1","L001_bin.7_119758_8","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L001_bin.7","Group 1","L001_bin.7_168807_2","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L001_bin.7","Group 1","L001_bin.7_465512_2","K15553","sulfonate transport system substrate-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L003_bin.22","Group 1","L003_bin.22_302333_3","K15555","sulfonate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L003_bin.22","Group 1","L003_bin.22_488954_5","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L003_bin.22","Group 1","L003_bin.22_488954_8","K15553","sulfonate transport system substrate-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L003_bin.25","Group 3","L003_bin.25_120781_7","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","C","-"
"L003_bin.25","Group 3","L003_bin.25_229883_1","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","H","-"
"L003_bin.25","Group 3","L003_bin.25_432704_3","K00380","sulfite reductase (NADPH) flavoprotein alpha-component","Energy metabolism","Sulfur metabolism","P","-"
"L003_bin.25","Group 3","L003_bin.25_432704_4","K00381","sulfite reductase (NADPH) hemoprotein beta-component","Energy metabolism","Sulfur metabolism","P","-"
"L003_bin.31","Group 3","L003_bin.31_13997_28","K17218","sulfide:quinone oxidoreductase","Energy metabolism","Sulfur metabolism","S","-"
"L003_bin.31","Group 3","L003_bin.31_28870_39","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","EH","-"
"L003_bin.31","Group 3","L003_bin.31_417246_7","K08354","thiosulfate reductase cytochrome b subunit","Energy metabolism","Sulfur metabolism","C","-"
"L003_bin.31","Group 3","L003_bin.31_542634_14","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","H","-"
"L003_bin.31","Group 3","L003_bin.31_542634_15","K00956","sulfate adenylyltransferase subunit 1","Energy metabolism","Sulfur metabolism","P","-"
"L004_bin.14","Group 4","L004_bin.14_177503_1","K00958","sulfate adenylyltransferase","Energy metabolism","Sulfur metabolism","P","-"
"L004_bin.14","Group 4","L004_bin.14_23323_1","K21307","sulfite dehydrogenase (quinone) subunit SoeA","Energy metabolism","Sulfur metabolism","C","-"
"L004_bin.14","Group 4","L004_bin.14_311034_1","K17230","cytochrome subunit of sulfide dehydrogenase","Energy metabolism","Sulfur metabolism","C","-"
"L004_bin.14","Group 4","L004_bin.14_359642_1","K17229","sulfide dehydrogenase [flavocytochrome c] flavoprotein chain","Energy metabolism","Sulfur metabolism","S","-"
"L004_bin.14","Group 4","L004_bin.14_377374_1","K21308","sulfite dehydrogenase (quinone) subunit SoeB","Energy metabolism","Sulfur metabolism","C","-"
"L004_bin.14","Group 4","L004_bin.14_377374_2","K21309","sulfite dehydrogenase (quinone) subunit SoeC","Energy metabolism","Sulfur metabolism","S","-"
"L004_bin.4","Group 4","L004_bin.4_105127_13","K02045","sulfate/thiosulfate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L004_bin.4","Group 4","L004_bin.4_105127_14","K02047","sulfate/thiosulfate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L004_bin.4","Group 4","L004_bin.4_105127_15","K02046","sulfate/thiosulfate transport system permease protein","Energy metabolism","Sulfur metabolism","O","-"
"L004_bin.4","Group 4","L004_bin.4_173759_2","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L004_bin.4","Group 4","L004_bin.4_219304_6","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","C","-"
"L004_bin.4","Group 4","L004_bin.4_245708_5","K00860","adenylylsulfate kinase","Energy metabolism","Sulfur metabolism","P","-"
"L004_bin.4","Group 4","L004_bin.4_257239_2","K20035","3-(methylthio)propanoyl-CoA dehydrogenase","Energy metabolism","Sulfur metabolism","I","-"
"L004_bin.4","Group 4","L004_bin.4_26618_5","K17230","cytochrome subunit of sulfide dehydrogenase","Energy metabolism","Sulfur metabolism","C","-"
"L004_bin.4","Group 4","L004_bin.4_330065_6","K02439","thiosulfate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L004_bin.4","Group 4","L004_bin.4_443150_8","K00958","sulfate adenylyltransferase","Energy metabolism","Sulfur metabolism","P","-"
"L005_bin.1","Group 3","L005_bin.1_373318_10","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","EH","-"
"L005_bin.1","Group 3","L005_bin.1_373318_8","K00956","sulfate adenylyltransferase subunit 1","Energy metabolism","Sulfur metabolism","P","-"
"L005_bin.1","Group 3","L005_bin.1_373318_9","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","EH","-"
"L005_bin.1","Group 3","L005_bin.1_377669_7","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L005_bin.7","Group 4","L005_bin.7_244236_3","K17218","sulfide:quinone oxidoreductase","Energy metabolism","Sulfur metabolism","S","-"
"L005_bin.7","Group 4","L005_bin.7_269216_12","K20035","3-(methylthio)propanoyl-CoA dehydrogenase","Energy metabolism","Sulfur metabolism","I","-"
"L005_bin.7","Group 4","L005_bin.7_300651_2","K02045","sulfate/thiosulfate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L005_bin.7","Group 4","L005_bin.7_300651_3","K02047","sulfate/thiosulfate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L005_bin.7","Group 4","L005_bin.7_300651_4","K02046","sulfate/thiosulfate transport system permease protein","Energy metabolism","Sulfur metabolism","O","-"
"L005_bin.7","Group 4","L005_bin.7_300651_5","K23163","sulfate/thiosulfate transport system substrate-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L005_bin.7","Group 4","L005_bin.7_307304_4","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","H","-"
"L005_bin.7","Group 4","L005_bin.7_370909_5","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L005_bin.7","Group 4","L005_bin.7_56641_12","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.10","Group 5","L036_bin.10_363724_5","K16951","anaerobic sulfite reductase subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.10","Group 5","L036_bin.10_450772_2","K00958","sulfate adenylyltransferase","Energy metabolism","Sulfur metabolism","H","-"
"L036_bin.17","Group 1","L036_bin.17_13944_16","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.17","Group 1","L036_bin.17_364019_16","K16951","anaerobic sulfite reductase subunit B","Energy metabolism","Sulfur metabolism","CH","-"
"L036_bin.17","Group 1","L036_bin.17_90039_2","K16950","anaerobic sulfite reductase subunit A","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.17","Group 1","L036_bin.17_90039_4","K00385","anaerobic sulfite reductase subunit C","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.17","Group 1","L036_bin.17_90616_6","K15555","sulfonate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.19","Group 1","L036_bin.19_141221_3","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.19","Group 1","L036_bin.19_253631_5","K15555","sulfonate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.19","Group 1","L036_bin.19_41042_12","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.1","Group 5","L036_bin.1_154933_5","K08352","thiosulfate reductase / polysulfide reductase chain A","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.1","Group 5","L036_bin.1_61593_15","K00958","sulfate adenylyltransferase","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.20","Group 1","L036_bin.20_73746_10","K15553","sulfonate transport system substrate-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.20","Group 1","L036_bin.20_73746_9","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.22","Group 5","L036_bin.22_113042_2","K00395","adenylylsulfate reductase, subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.22","Group 5","L036_bin.22_192555_6","K15553","sulfonate transport system substrate-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.22","Group 5","L036_bin.22_194136_10","K00958","sulfate adenylyltransferase","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.22","Group 5","L036_bin.22_32375_2","K11181","dissimilatory sulfite reductase beta subunit","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.22","Group 5","L036_bin.22_389460_1","K08357","tetrathionate reductase subunit A","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.22","Group 5","L036_bin.22_389460_3","K08358","tetrathionate reductase subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.22","Group 5","L036_bin.22_419185_2","K08354","thiosulfate reductase cytochrome b subunit","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.22","Group 5","L036_bin.22_84557_3","K08352","thiosulfate reductase / polysulfide reductase chain A","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.22","Group 5","L036_bin.22_93934_3","K00394","adenylylsulfate reductase, subunit A","Energy metabolism","Sulfur metabolism","C","-"
"L036_bin.25","Group 3","L036_bin.25_162081_7","K16937","thiosulfate dehydrogenase (quinone) large subunit","Energy metabolism","Sulfur metabolism","S","-"
"L036_bin.25","Group 3","L036_bin.25_375926_1","K17218","sulfide:quinone oxidoreductase","Energy metabolism","Sulfur metabolism","S","-"
"L036_bin.2","Group 1","L036_bin.2_433901_2","K15553","sulfonate transport system substrate-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.2","Group 1","L036_bin.2_433901_3","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.5","Group 1","L036_bin.5_169088_5","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L036_bin.5","Group 1","L036_bin.5_679_2","K05908","thiosulfate dehydrogenase (quinone)","Energy metabolism","Sulfur metabolism","S","-"
"L038_bin.11","Group 1","L038_bin.11_399333_5","K11181","dissimilatory sulfite reductase beta subunit","Energy metabolism","Sulfur metabolism","C","-"
"L038_bin.11","Group 1","L038_bin.11_399333_6","K11180","dissimilatory sulfite reductase alpha subunit","Energy metabolism","Sulfur metabolism","C","-"
"L038_bin.16","Group 1","L038_bin.16_167047_2","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L038_bin.16","Group 1","L038_bin.16_332468_3","K15555","sulfonate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L038_bin.16","Group 1","L038_bin.16_332468_4","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L038_bin.23","Group 1","L038_bin.23_176035_3","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L038_bin.23","Group 1","L038_bin.23_492380_1","K16951","anaerobic sulfite reductase subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L038_bin.25","Group 1","L038_bin.25_173321_20","K00184","dimethyl sulfoxide reductase iron-sulfur subunit","Energy metabolism","Sulfur metabolism","C","-"
"L038_bin.25","Group 1","L038_bin.25_508691_5","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L038_bin.2","Group 1","L038_bin.2_234476_12","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L038_bin.2","Group 1","L038_bin.2_234476_13","K15555","sulfonate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L039_bin.10","Group 4","L039_bin.10_235546_1","K17218","sulfide:quinone oxidoreductase","Energy metabolism","Sulfur metabolism","S","-"
"L039_bin.10","Group 4","L039_bin.10_313330_2","K20035","3-(methylthio)propanoyl-CoA dehydrogenase","Energy metabolism","Sulfur metabolism","C","-"
"L039_bin.10","Group 4","L039_bin.10_461379_1","K00380","sulfite reductase (NADPH) flavoprotein alpha-component","Energy metabolism","Sulfur metabolism","P","-"
"L039_bin.10","Group 4","L039_bin.10_527934_1","K00958","sulfate adenylyltransferase","Energy metabolism","Sulfur metabolism","P","-"
"L039_bin.10","Group 4","L039_bin.10_527934_2","K00860","adenylylsulfate kinase","Energy metabolism","Sulfur metabolism","F","-"
"L039_bin.13","Group 5","L039_bin.13_318658_147","K20035","3-(methylthio)propanoyl-CoA dehydrogenase","Energy metabolism","Sulfur metabolism","I","-"
"L039_bin.13","Group 5","L039_bin.13_4601_30","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L039_bin.4","Group 5","L039_bin.4_435048_11","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","EH","-"
"L039_bin.4","Group 5","L039_bin.4_435048_12","K00956","sulfate adenylyltransferase subunit 1","Energy metabolism","Sulfur metabolism","P","-"
"L039_bin.4","Group 5","L039_bin.4_462873_4","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","EH","-"
"L039_bin.4","Group 5","L039_bin.4_508752_15","K20035","3-(methylthio)propanoyl-CoA dehydrogenase","Energy metabolism","Sulfur metabolism","I","-"
"L039_bin.7","Group 4","L039_bin.7_346732_7","K17218","sulfide:quinone oxidoreductase","Energy metabolism","Sulfur metabolism","C","-"
"L039_bin.7","Group 4","L039_bin.7_464586_5","K00394","adenylylsulfate reductase, subunit A","Energy metabolism","Sulfur metabolism","C","-"
"L039_bin.7","Group 4","L039_bin.7_464586_6","K00395","adenylylsulfate reductase, subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L039_bin.7","Group 4","L039_bin.7_471710_42","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","EH","-"
"L039_bin.7","Group 4","L039_bin.7_501531_32","K00392","sulfite reductase (ferredoxin)","Energy metabolism","Sulfur metabolism","C","-"
"L039_bin.7","Group 4","L039_bin.7_501531_33","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","EH","-"
"L039_bin.7","Group 4","L039_bin.7_550594_12","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L039_bin.7","Group 4","L039_bin.7_79520_23","K02045","sulfate/thiosulfate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L039_bin.7","Group 4","L039_bin.7_79520_24","K02047","sulfate/thiosulfate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L039_bin.7","Group 4","L039_bin.7_79520_25","K02046","sulfate/thiosulfate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.10","Group 3","L040_bin.10_132551_4","K00956","sulfate adenylyltransferase subunit 1","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.16","Group 5","L040_bin.16_148019_16","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.16","Group 5","L040_bin.16_152520_3","K00381","sulfite reductase (NADPH) hemoprotein beta-component","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.16","Group 5","L040_bin.16_152520_5","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","H","-"
"L040_bin.16","Group 5","L040_bin.16_152520_6","K00956","sulfate adenylyltransferase subunit 1","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.16","Group 5","L040_bin.16_268763_10","K02045","sulfate/thiosulfate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","E","-"
"L040_bin.16","Group 5","L040_bin.16_268763_7","K23163","sulfate/thiosulfate transport system substrate-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.16","Group 5","L040_bin.16_268763_8","K02046","sulfate/thiosulfate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.16","Group 5","L040_bin.16_268763_9","K02047","sulfate/thiosulfate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.16","Group 5","L040_bin.16_280417_14","K15555","sulfonate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.16","Group 5","L040_bin.16_280417_15","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.16","Group 5","L040_bin.16_414689_33","K00386","sulfite dehydrogenase (cytochrome) subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.16","Group 5","L040_bin.16_414689_34","K05301","sulfite dehydrogenase (cytochrome) subunit A","Energy metabolism","Sulfur metabolism","S","-"
"L040_bin.16","Group 5","L040_bin.16_546883_86","K00184","dimethyl sulfoxide reductase iron-sulfur subunit","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.20","Group 4","L040_bin.20_137853_10","K17230","cytochrome subunit of sulfide dehydrogenase","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.20","Group 4","L040_bin.20_201208_21","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","H","-"
"L040_bin.20","Group 4","L040_bin.20_214013_1","K00860","adenylylsulfate kinase","Energy metabolism","Sulfur metabolism","H","-"
"L040_bin.20","Group 4","L040_bin.20_397759_6","K20035","3-(methylthio)propanoyl-CoA dehydrogenase","Energy metabolism","Sulfur metabolism","I","-"
"L040_bin.20","Group 4","L040_bin.20_467596_4","K17218","sulfide:quinone oxidoreductase","Energy metabolism","Sulfur metabolism","S","-"
"L040_bin.20","Group 4","L040_bin.20_97605_7","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","EH","-"
"L040_bin.20","Group 4","L040_bin.20_97605_8","K00381","sulfite reductase (NADPH) hemoprotein beta-component","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.20","Group 4","L040_bin.20_97605_9","K00380","sulfite reductase (NADPH) flavoprotein alpha-component","Energy metabolism","Sulfur metabolism","E","-"
"L040_bin.20","Group 4","L040_bin.20_9956_14","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.21","Group 5","L040_bin.21_4449_34","K00184","dimethyl sulfoxide reductase iron-sulfur subunit","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.21","Group 5","L040_bin.21_541642_11","K20035","3-(methylthio)propanoyl-CoA dehydrogenase","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.7","Group 4","L040_bin.7_101737_9","K08354","thiosulfate reductase cytochrome b subunit","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.7","Group 4","L040_bin.7_148871_24","K00958","sulfate adenylyltransferase","Energy metabolism","Sulfur metabolism","H","-"
"L040_bin.7","Group 4","L040_bin.7_148871_25","K00395","adenylylsulfate reductase, subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.7","Group 4","L040_bin.7_169693_15","K00184","dimethyl sulfoxide reductase iron-sulfur subunit","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.7","Group 4","L040_bin.7_184144_33","K17230","cytochrome subunit of sulfide dehydrogenase","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.7","Group 4","L040_bin.7_287657_8","K17229","sulfide dehydrogenase [flavocytochrome c] flavoprotein chain","Energy metabolism","Sulfur metabolism","S","-"
"L040_bin.7","Group 4","L040_bin.7_60009_16","K08358","tetrathionate reductase subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.7","Group 4","L040_bin.7_60009_2","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L040_bin.7","Group 4","L040_bin.7_60009_6","K11180","dissimilatory sulfite reductase alpha subunit","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.7","Group 4","L040_bin.7_60009_7","K11181","dissimilatory sulfite reductase beta subunit","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.7","Group 4","L040_bin.7_62951_41","K00988","sulfate adenylyltransferase (ADP) / ATP adenylyltransferase","Energy metabolism","Sulfur metabolism","F","-"
"L040_bin.7","Group 4","L040_bin.7_88938_14","K17218","sulfide:quinone oxidoreductase","Energy metabolism","Sulfur metabolism","S","-"
"L040_bin.7","Group 4","L040_bin.7_95131_1","K00394","adenylylsulfate reductase, subunit A","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.9","Group 4","L040_bin.9_129099_2","K17230","cytochrome subunit of sulfide dehydrogenase","Energy metabolism","Sulfur metabolism","C","-"
"L040_bin.9","Group 4","L040_bin.9_148759_24","K00958","sulfate adenylyltransferase","Energy metabolism","Sulfur metabolism","H","-"
"L040_bin.9","Group 4","L040_bin.9_202519_2","K17218","sulfide:quinone oxidoreductase","Energy metabolism","Sulfur metabolism","S","-"
"L040_bin.9","Group 4","L040_bin.9_335262_1","K17229","sulfide dehydrogenase [flavocytochrome c] flavoprotein chain","Energy metabolism","Sulfur metabolism","S","-"
"L040_bin.9","Group 4","L040_bin.9_375353_7","K08358","tetrathionate reductase subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L078_bin.10","Group 3","L078_bin.10_166198_31","K08354","thiosulfate reductase cytochrome b subunit","Energy metabolism","Sulfur metabolism","C","-"
"L078_bin.10","Group 3","L078_bin.10_312789_4","K16937","thiosulfate dehydrogenase (quinone) large subunit","Energy metabolism","Sulfur metabolism","S","-"
"L078_bin.10","Group 3","L078_bin.10_383237_6","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","EH","-"
"L078_bin.10","Group 3","L078_bin.10_80318_1","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","EH","-"
"L078_bin.10","Group 3","L078_bin.10_80318_2","K00956","sulfate adenylyltransferase subunit 1","Energy metabolism","Sulfur metabolism","P","-"
"L078_bin.17","Group 3","L078_bin.17_169255_13","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","C","-"
"L078_bin.17","Group 3","L078_bin.17_68798_15","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","EH","-"
"L078_bin.17","Group 3","L078_bin.17_68798_16","K00956","sulfate adenylyltransferase subunit 1","Energy metabolism","Sulfur metabolism","P","-"
"L078_bin.28","Group 1","L078_bin.28_170149_6","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L078_bin.37","Group 2","L078_bin.37_207040_2","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","E","-"
"L078_bin.37","Group 2","L078_bin.37_29765_3","K15553","sulfonate transport system substrate-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L078_bin.37","Group 2","L078_bin.37_29765_4","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L078_bin.37","Group 2","L078_bin.37_29765_5","K15555","sulfonate transport system ATP-binding protein","Energy metabolism","Sulfur metabolism","E","-"
"L078_bin.37","Group 2","L078_bin.37_377887_10","K00385","anaerobic sulfite reductase subunit C","Energy metabolism","Sulfur metabolism","C","-"
"L078_bin.9","Group 3","L078_bin.9_13218_4","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","EH","-"
"L078_bin.9","Group 3","L078_bin.9_22921_2","K00381","sulfite reductase (NADPH) hemoprotein beta-component","Energy metabolism","Sulfur metabolism","P","-"
"L078_bin.9","Group 3","L078_bin.9_22921_3","K00380","sulfite reductase (NADPH) flavoprotein alpha-component","Energy metabolism","Sulfur metabolism","P","-"
"L078_bin.9","Group 3","L078_bin.9_287204_21","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","EH","-"
"L078_bin.9","Group 3","L078_bin.9_287204_22","K00956","sulfate adenylyltransferase subunit 1","Energy metabolism","Sulfur metabolism","P","-"
"L080_bin.29","Group 2","L080_bin.29_208823_3","K15553","sulfonate transport system substrate-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L080_bin.29","Group 2","L080_bin.29_398721_1","K16950","anaerobic sulfite reductase subunit A","Energy metabolism","Sulfur metabolism","C","-"
"L080_bin.29","Group 2","L080_bin.29_398721_2","K16951","anaerobic sulfite reductase subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L080_bin.38","Group 5","L080_bin.38_208201_6","K01011","sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase","Energy metabolism","Sulfur metabolism","P","-"
"L080_bin.38","Group 5","L080_bin.38_305755_7","K00299","FMN reductase","Energy metabolism","Sulfur metabolism","S","-"
"L080_bin.38","Group 5","L080_bin.38_356434_5","K00956","sulfate adenylyltransferase subunit 1","Energy metabolism","Sulfur metabolism","H","-"
"L080_bin.38","Group 5","L080_bin.38_356434_6","K00957","sulfate adenylyltransferase subunit 2","Energy metabolism","Sulfur metabolism","H","-"
"L080_bin.38","Group 5","L080_bin.38_356434_7","K00390","phosphoadenosine phosphosulfate reductase","Energy metabolism","Sulfur metabolism","EH","-"
"L080_bin.38","Group 5","L080_bin.38_6769_7","K17218","sulfide:quinone oxidoreductase","Energy metabolism","Sulfur metabolism","S","-"
"L081_bin.18","Group 1","L081_bin.18_465647_7","K00385","anaerobic sulfite reductase subunit C","Energy metabolism","Sulfur metabolism","C","-"
"L081_bin.18","Group 1","L081_bin.18_465647_8","K16951","anaerobic sulfite reductase subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L081_bin.18","Group 1","L081_bin.18_465647_9","K16950","anaerobic sulfite reductase subunit A","Energy metabolism","Sulfur metabolism","C","-"
"L081_bin.30","Group 1","L081_bin.30_197670_16","K15553","sulfonate transport system substrate-binding protein","Energy metabolism","Sulfur metabolism","P","-"
"L081_bin.30","Group 1","L081_bin.30_227911_3","K16951","anaerobic sulfite reductase subunit B","Energy metabolism","Sulfur metabolism","C","-"
"L081_bin.30","Group 1","L081_bin.30_298432_23","K15554","sulfonate transport system permease protein","Energy metabolism","Sulfur metabolism","P","-"
"L081_bin.38","Group 2","L081_bin.38_64644_1","K00385","anaerobic sulfite reductase subunit C","Energy metabolism","Sulfur metabolism","C","-"
